"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2012/13",4,"Dorset","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",2
"2012/13",3,"Bedfordshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",2
"2012/13",2,"Sussex","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",2
"2012/13",3,"Surrey","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",2
"2012/13",4,"Devon and Cornwall","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",2
"2012/13",4,"Cambridgeshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",2
"2012/13",3,"Dorset","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",2
"2012/13",4,"Devon and Cornwall","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",2
"2012/13",3,"Dorset","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",2
"2012/13",2,"Sussex","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",2
"2012/13",2,"Kent","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",2
"2012/13",4,"Essex","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",2
"2012/13",1,"North Yorkshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",2
"2012/13",1,"Avon and Somerset","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",2
"2012/13",4,"West Yorkshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",2
"2012/13",4,"South Wales","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",2
"2012/13",4,"Thames Valley","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",2
"2012/13",4,"Northamptonshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",2
"2012/13",3,"Thames Valley","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Avon and Somerset","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Avon and Somerset","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Bedfordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",1,"Bedfordshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"British Transport Police","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Cumbria","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Dorset","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Greater Manchester","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Hampshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Kent","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Kent","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Lancashire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Leicestershire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Lincolnshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Merseyside","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Metropolitan Police","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Norfolk","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Northamptonshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"South Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"South Yorkshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Staffordshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Suffolk","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"Thames Valley","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"Warwickshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",1,"West Mercia","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"West Midlands","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",1,"West Midlands","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",1,"West Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",1,"Wiltshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Avon and Somerset","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Avon and Somerset","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",2,"British Transport Police","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"British Transport Police","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Cleveland","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",2,"Derbyshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Essex","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Essex","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",2,"Essex","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Gwent","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",2,"Gwent","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Gwent","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",2,"Hampshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Kent","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Lancashire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Lancashire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",2,"Lancashire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Leicestershire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",2,"London, City of","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"London, City of","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",2,"Merseyside","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Merseyside","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",2,"Metropolitan Police","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Northamptonshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",2,"Northumbria","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Nottinghamshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"South Wales","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Staffordshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",2,"Surrey","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",2,"Thames Valley","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",2,"Thames Valley","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",2,"Warwickshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",2,"Warwickshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",2,"West Yorkshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Bedfordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Cambridgeshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Cheshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Cumbria","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Devon and Cornwall","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Devon and Cornwall","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Dorset","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Durham","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Durham","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Durham","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Dyfed-Powys","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Essex","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Gloucestershire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Gloucestershire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Hampshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Hampshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Hertfordshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Hertfordshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Humberside","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Kent","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",1
"2012/13",3,"Leicestershire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Leicestershire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Leicestershire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Lincolnshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Merseyside","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",1
"2012/13",3,"Metropolitan Police","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Metropolitan Police","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Norfolk","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Northamptonshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Northamptonshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Northumbria","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Nottinghamshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"South Wales","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Staffordshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Staffordshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Staffordshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",3,"Suffolk","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Suffolk","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Sussex","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",3,"Sussex","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",3,"Warwickshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",3,"Warwickshire","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",3,"West Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",1
"2012/13",3,"Wiltshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Avon and Somerset","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",4,"Cumbria","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",4,"Dorset","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",4,"Dorset","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",1
"2012/13",4,"Dorset","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",4,"Gwent","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",4,"Hampshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",4,"Humberside","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",1
"2012/13",4,"Humberside","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Humberside","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",4,"Kent","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",1
"2012/13",4,"Kent","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",1
"2012/13",4,"Lancashire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Merseyside","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Metropolitan Police","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",4,"Metropolitan Police","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",4,"Norfolk","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"South Yorkshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",1
"2012/13",4,"West Midlands","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",1
"2012/13",4,"Sussex","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Wiltshire","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",1
"2012/13",4,"Northumbria","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"London, City of","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Wiltshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"Wiltshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Wiltshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"Wiltshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Sussex","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"Sussex","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Sussex","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"South Wales","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",0
"2012/13",4,"South Wales","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",0
"2012/13",4,"Northumbria","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Northumbria","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",0
"2012/13",4,"Northumbria","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"North Yorkshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"North Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"North Yorkshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"London, City of","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"London, City of","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"London, City of","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",0
"2012/13",4,"London, City of","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"Thames Valley","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"Thames Valley","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Staffordshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"Staffordshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Staffordshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"South Wales","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"South Wales","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",0
"2012/13",4,"South Wales","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"South Wales","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Northamptonshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"West Mercia","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",0
"2012/13",4,"West Mercia","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"West Mercia","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"West Mercia","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"West Mercia","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Thames Valley","Fraud by false representation: other frauds (outcomes only)","Fraud offences","Fraud offences to 2012/13","53D",0
"2012/13",4,"Thames Valley","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",0
"2012/13",4,"Thames Valley","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"Thames Valley","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Thames Valley","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",0
"2012/13",4,"Northamptonshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",4,"Northamptonshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",4,"Northamptonshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"West Mercia","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",0
"2012/13",3,"British Transport Police","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"North Wales","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"North Wales","Fraud by abuse of position (outcomes only)","Fraud offences","Fraud offences to 2012/13","53F",0
"2012/13",3,"British Transport Police","Preserved other fraud and repealed fraud offences (pre Fraud Act 2006)   ","Fraud offences","Fraud offences to 2012/13","53B",0
"2012/13",3,"Cambridgeshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",1,"Devon and Cornwall","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"North Wales","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",3,"Cambridgeshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",3,"Cambridgeshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"North Wales","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"Norfolk","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"Norfolk","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",3,"Cheshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",3,"Cheshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",4,"South Yorkshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",3,"Cheshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Norfolk","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",3,"Cheshire","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",0
"2012/13",2,"Norfolk","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",4,"Nottinghamshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"Thames Valley","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",1,"Dorset","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Thames Valley","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"Sussex","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Sussex","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"Surrey","Fraud by false representation: cheque, plastic card and online bank accounts (not PSP) (outcomes only)","Fraud offences","Fraud offences to 2012/13","53C",0
"2012/13",2,"Warwickshire","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"Warwickshire","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",1,"Dorset","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",2,"Warwickshire","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Warwickshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"Surrey","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Surrey","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",1,"Dorset","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"West Mercia","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"West Mercia","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",2,"Surrey","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"West Mercia","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"West Mercia","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
"2012/13",2,"Suffolk","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Suffolk","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",2,"Suffolk","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"West Midlands","Bankruptcy and insolvency (outcomes only)","Fraud offences","Fraud offences to 2012/13","55",0
"2012/13",2,"West Midlands","False accounting (outcomes only)","Fraud offences","Fraud offences to 2012/13","52",0
"2012/13",2,"West Midlands","Fraud by company director (outcomes only)","Fraud offences","Fraud offences to 2012/13","51",0
"2012/13",2,"Staffordshire","Fraud by failing to disclose information (outcomes only)","Fraud offences","Fraud offences to 2012/13","53E",0
