"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2019/20",3,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",96
"2019/20",3,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2017/18",2,"Humberside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2018/19",4,"Bedfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2022/23",1,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2013/14",4,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2020/21",4,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2015/16",1,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",95
"2012/13",3,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2018/19",1,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2015/16",4,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2016/17",1,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",95
"2017/18",3,"Wiltshire","Other offences against the State or public order","Public order offences","Public order offences","66",95
"2015/16",3,"West Mercia","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2019/20",2,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2016/17",2,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",95
"2022/23",1,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",95
"2023/24",1,"British Transport Police","Other offences against the State or public order","Public order offences","Public order offences","66",94
"2013/14",2,"Cheshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2019/20",2,"Wiltshire","Other offences against the State or public order","Public order offences","Public order offences","66",94
"2015/16",1,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",94
"2014/15",4,"Bedfordshire","Other offences against the State or public order","Public order offences","Public order offences","66",94
"2015/16",1,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2019/20",4,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2018/19",2,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2013/14",4,"Cheshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2018/19",3,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2013/14",2,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2018/19",3,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",94
"2012/13",1,"Lancashire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2022/23",1,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2012/13",2,"Northumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",94
"2016/17",1,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2014/15",4,"Cheshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2019/20",2,"North Wales","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2022/23",3,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2013/14",2,"Cambridgeshire","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2014/15",4,"Nottinghamshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2016/17",1,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2022/23",1,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2013/14",3,"Sussex","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2021/22",3,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2012/13",2,"West Mercia","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2023/24",1,"Dorset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2019/20",2,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2023/24",1,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2019/20",3,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",93
"2013/14",1,"Northumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",93
"2016/17",1,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2016/17",4,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2014/15",3,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2014/15",3,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2014/15",1,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2013/14",1,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2018/19",1,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2018/19",3,"Cambridgeshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2014/15",4,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2014/15",1,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2017/18",2,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2016/17",2,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2013/14",2,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2021/22",1,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2017/18",4,"Bedfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2018/19",1,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2015/16",1,"Surrey","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2013/14",4,"Leicestershire","Other offences against the State or public order","Public order offences","Public order offences","66",92
"2018/19",2,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2021/22",1,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2014/15",1,"Wiltshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",92
"2015/16",3,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2021/22",4,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",92
"2020/21",1,"Dorset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",91
"2013/14",1,"Northamptonshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",91
"2017/18",3,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",91
"2013/14",1,"West Mercia","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",91
"2017/18",4,"Gloucestershire","Other offences against the State or public order","Public order offences","Public order offences","66",91
"2013/14",3,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",91
"2014/15",4,"Surrey","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",91
"2021/22",3,"London, City of","Public fear, alarm or distress","Public order offences","Public order offences","9A",91
"2014/15",2,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2019/20",3,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2016/17",1,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2022/23",1,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2012/13",1,"Hertfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2012/13",4,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2021/22",2,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2021/22",1,"Cumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2013/14",1,"Gloucestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",90
"2016/17",2,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2018/19",4,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2020/21",1,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2014/15",3,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2022/23",4,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2013/14",3,"Northamptonshire","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2013/14",3,"Dorset","Other offences against the State or public order","Public order offences","Public order offences","66",90
"2015/16",2,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",90
"2021/22",3,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2018/19",1,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",89
"2019/20",1,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2022/23",1,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2022/23",2,"Durham","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2021/22",3,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2012/13",4,"Hertfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2019/20",1,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",89
"2013/14",2,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2021/22",3,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2014/15",1,"Bedfordshire","Other offences against the State or public order","Public order offences","Public order offences","66",89
"2013/14",2,"Northumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2020/21",2,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2020/21",4,"Northamptonshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2020/21",2,"Gloucestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2014/15",1,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",89
"2016/17",3,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2016/17",1,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",89
"2015/16",4,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",89
"2020/21",4,"Humberside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",88
"2014/15",4,"Durham","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2019/20",4,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2012/13",4,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",88
"2021/22",1,"Durham","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",88
"2013/14",1,"Cambridgeshire","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2012/13",4,"Suffolk","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2021/22",1,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2013/14",1,"Norfolk","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2016/17",4,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2015/16",4,"Cheshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",88
"2017/18",3,"Gloucestershire","Other offences against the State or public order","Public order offences","Public order offences","66",88
"2017/18",1,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2012/13",1,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2015/16",4,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2013/14",4,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2017/18",1,"Gloucestershire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2012/13",1,"West Mercia","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2021/22",4,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2012/13",1,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2014/15",3,"Durham","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2016/17",4,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2016/17",1,"Bedfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2021/22",3,"Durham","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2014/15",3,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2017/18",2,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2012/13",4,"Dorset","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2023/24",1,"Lincolnshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2014/15",2,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",87
"2013/14",4,"Dorset","Public fear, alarm or distress","Public order offences","Public order offences","9A",87
"2016/17",4,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",87
"2012/13",4,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2013/14",1,"Nottinghamshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2018/19",3,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2022/23",3,"Durham","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2019/20",1,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2020/21",2,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",86
"2012/13",4,"Gloucestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",86
"2022/23",2,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2013/14",1,"Northamptonshire","Other offences against the State or public order","Public order offences","Public order offences","66",86
"2019/20",2,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2018/19",3,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2015/16",2,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2017/18",2,"British Transport Police","Violent disorder","Public order offences","Public order offences","62A",86
"2020/21",2,"Durham","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2015/16",4,"Devon and Cornwall","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",86
"2021/22",3,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2014/15",4,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2019/20",3,"Northamptonshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2018/19",2,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2023/24",1,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2013/14",2,"Gloucestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",85
"2018/19",2,"Wiltshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2023/24",1,"North Wales","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2017/18",1,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2021/22",4,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2022/23",3,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2014/15",4,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2019/20",2,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2016/17",3,"Leicestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2020/21",3,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2013/14",4,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2017/18",4,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2017/18",4,"Bedfordshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2022/23",3,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2013/14",1,"Hertfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",85
"2015/16",1,"Bedfordshire","Other offences against the State or public order","Public order offences","Public order offences","66",85
"2016/17",4,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2022/23",2,"London, City of","Public fear, alarm or distress","Public order offences","Public order offences","9A",84
"2022/23",1,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2012/13",3,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2016/17",4,"Gloucestershire","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2014/15",1,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2021/22",4,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2017/18",3,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2020/21",2,"Cumbria","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2013/14",3,"Cambridgeshire","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2019/20",2,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2016/17",2,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2014/15",1,"Nottinghamshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2015/16",2,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2019/20",3,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",84
"2014/15",3,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",84
"2019/20",4,"British Transport Police","Violent disorder","Public order offences","Public order offences","62A",83
"2022/23",1,"Cumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2013/14",4,"Dorset","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2013/14",4,"Northumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2013/14",1,"South Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2018/19",4,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2012/13",2,"Kent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2012/13",2,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2014/15",4,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2012/13",4,"Durham","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2022/23",2,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2018/19",4,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2021/22",1,"Dyfed-Powys","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2015/16",3,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2021/22",3,"Wiltshire","Other offences against the State or public order","Public order offences","Public order offences","66",83
"2017/18",2,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",83
"2013/14",4,"North Wales","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",4,"British Transport Police","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2016/17",2,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",3,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",1,"London, City of","Public fear, alarm or distress","Public order offences","Public order offences","9A",82
"2014/15",3,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2020/21",1,"North Wales","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2016/17",3,"North Yorkshire","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2022/23",3,"North Wales","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2013/14",3,"North Wales","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2020/21",3,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2019/20",2,"Gloucestershire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",3,"British Transport Police","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2022/23",3,"British Transport Police","Violent disorder","Public order offences","Public order offences","62A",82
"2012/13",1,"Durham","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2013/14",3,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",2,"British Transport Police","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2016/17",2,"Humberside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2022/23",4,"British Transport Police","Violent disorder","Public order offences","Public order offences","62A",82
"2018/19",1,"Humberside","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",82
"2012/13",2,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",82
"2013/14",3,"Gloucestershire","Public fear, alarm or distress","Public order offences","Public order offences","9A",81
"2013/14",1,"Lancashire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2013/14",2,"Gwent","Other offences against the State or public order","Public order offences","Public order offences","66",81
"2012/13",3,"Suffolk","Other offences against the State or public order","Public order offences","Public order offences","66",81
"2015/16",3,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",81
"2016/17",3,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2018/19",3,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2016/17",1,"Wiltshire","Violent disorder","Public order offences","Public order offences","62A",81
"2019/20",2,"London, City of","Public fear, alarm or distress","Public order offences","Public order offences","9A",81
"2017/18",3,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2014/15",1,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2018/19",1,"Gwent","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2022/23",2,"Cumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2017/18",4,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",81
"2017/18",2,"Gloucestershire","Other offences against the State or public order","Public order offences","Public order offences","66",81
"2021/22",4,"North Yorkshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",81
"2015/16",1,"Norfolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2017/18",3,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2013/14",4,"Hertfordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2016/17",2,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2023/24",1,"Warwickshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2012/13",1,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",80
"2012/13",3,"Lancashire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2015/16",4,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2022/23",3,"Derbyshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2016/17",3,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2022/23",4,"Wiltshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2015/16",1,"Staffordshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2015/16",4,"Nottinghamshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2021/22",2,"Dyfed-Powys","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2020/21",2,"Cumbria","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2021/22",3,"Suffolk","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",80
"2017/18",4,"Wiltshire","Other offences against the State or public order","Public order offences","Public order offences","66",80
"2019/20",1,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",79
"2017/18",1,"Northamptonshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",79
"2020/21",4,"Dyfed-Powys","Other offences against the State or public order","Public order offences","Public order offences","66",79
"2014/15",1,"Derbyshire","Other offences against the State or public order","Public order offences","Public order offences","66",79
"2014/15",4,"Cleveland","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",79
"2012/13",2,"Warwickshire","Other offences against the State or public order","Public order offences","Public order offences","66",79
"2014/15",4,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",79
"2012/13",4,"Cheshire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",79
"2012/13",2,"Warwickshire","Public fear, alarm or distress","Public order offences","Public order offences","9A",79
"2014/15",1,"Lancashire","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",78
"2022/23",2,"Dorset","Racially or religiously aggravated public fear, alarm or distress","Public order offences","Public order offences","9B",78
