"financialyear","financialquarter","forcename","offencedescription","offencegroup","offencesubgroup","offencecode","numberofoffences"
"2014/15",4,"British Transport Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",111
"2023/24",1,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",111
"2020/21",4,"Durham","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2018/19",4,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2022/23",4,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2013/14",4,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2020/21",2,"Lincolnshire","Arson not endangering life","Criminal damage and arson","Arson","56B",111
"2021/22",4,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2019/20",2,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2019/20",3,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",111
"2017/18",3,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2019/20",4,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",110
"2022/23",1,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",110
"2018/19",4,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2022/23",3,"Lancashire","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2020/21",2,"North Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2016/17",3,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2020/21",3,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",110
"2013/14",2,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",110
"2020/21",4,"Lincolnshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",110
"2021/22",4,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",110
"2020/21",4,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2012/13",3,"Lancashire","Arson not endangering life","Criminal damage and arson","Arson","56B",110
"2015/16",1,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2021/22",4,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2019/20",4,"North Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2016/17",4,"Lincolnshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2018/19",4,"Nottinghamshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2015/16",4,"Lancashire","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2015/16",2,"North Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2020/21",3,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2020/21",4,"North Yorkshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2017/18",4,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2018/19",3,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2015/16",4,"Merseyside","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2019/20",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2017/18",4,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2022/23",3,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2021/22",1,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",109
"2020/21",4,"Cambridgeshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2018/19",4,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2020/21",3,"Northumbria","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",109
"2020/21",3,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2020/21",4,"Leicestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2022/23",4,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",109
"2018/19",2,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2014/15",4,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2013/14",2,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2015/16",4,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",108
"2016/17",2,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2013/14",2,"Cambridgeshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",108
"2022/23",4,"Merseyside","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2016/17",3,"West Mercia","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2018/19",1,"Cheshire","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2014/15",1,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",108
"2021/22",4,"North Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2022/23",2,"West Mercia","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2013/14",4,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",108
"2015/16",3,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",108
"2020/21",3,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",108
"2019/20",4,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2022/23",4,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2017/18",2,"West Mercia","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2019/20",2,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2014/15",1,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2020/21",2,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2012/13",2,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2014/15",2,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",107
"2013/14",4,"Merseyside","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2018/19",4,"Cambridgeshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2018/19",4,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2018/19",4,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2015/16",1,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2019/20",4,"Wiltshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2019/20",2,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2020/21",1,"Gloucestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2022/23",3,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2018/19",2,"Metropolitan Police","Racially or religiously aggravated criminal damage","Criminal damage and arson","Criminal damage","58J",107
"2018/19",4,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",107
"2018/19",2,"Wiltshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",107
"2021/22",2,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",107
"2012/13",2,"Lancashire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2012/13",4,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2013/14",2,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2017/18",3,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",106
"2018/19",4,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2017/18",2,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2015/16",3,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2022/23",3,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2021/22",2,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2018/19",3,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",106
"2020/21",2,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2018/19",2,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",106
"2022/23",2,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",106
"2020/21",3,"British Transport Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",106
"2014/15",3,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2015/16",2,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",105
"2014/15",2,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",105
"2014/15",2,"Metropolitan Police","Racially or religiously aggravated criminal damage","Criminal damage and arson","Criminal damage","58J",105
"2014/15",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2014/15",4,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",105
"2021/22",4,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2016/17",2,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2013/14",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2021/22",1,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",105
"2013/14",1,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2013/14",1,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",105
"2017/18",3,"Cheshire","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2022/23",2,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2020/21",2,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",105
"2017/18",1,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",105
"2020/21",4,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2018/19",4,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2020/21",3,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2020/21",1,"Gwent","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2020/21",1,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2019/20",2,"Cambridgeshire","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2014/15",2,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2016/17",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2019/20",3,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2021/22",1,"British Transport Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",104
"2012/13",4,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2023/24",1,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2021/22",2,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2013/14",2,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2012/13",2,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2017/18",3,"Metropolitan Police","Racially or religiously aggravated criminal damage","Criminal damage and arson","Criminal damage","58J",104
"2012/13",2,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2018/19",3,"Metropolitan Police","Racially or religiously aggravated criminal damage","Criminal damage and arson","Criminal damage","58J",104
"2017/18",2,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2021/22",2,"Lincolnshire","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2016/17",4,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",104
"2014/15",2,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",104
"2019/20",1,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",104
"2019/20",4,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",104
"2017/18",3,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2017/18",1,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",103
"2020/21",3,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2019/20",3,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2017/18",1,"Cambridgeshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2022/23",3,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2019/20",2,"Northamptonshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2018/19",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2017/18",2,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2020/21",4,"Merseyside","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2014/15",2,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",103
"2021/22",4,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2019/20",2,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",103
"2021/22",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2018/19",1,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2017/18",4,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2015/16",1,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2016/17",4,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2022/23",3,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2020/21",1,"Lincolnshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2019/20",3,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",103
"2018/19",3,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",102
"2015/16",2,"Metropolitan Police","Racially or religiously aggravated criminal damage","Criminal damage and arson","Criminal damage","58J",102
"2013/14",4,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",102
"2020/21",2,"Dyfed-Powys","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",102
"2021/22",3,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",102
"2012/13",4,"Northumbria","Arson not endangering life","Criminal damage and arson","Arson","56B",102
"2022/23",2,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",102
"2012/13",4,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",102
"2017/18",1,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",102
"2013/14",1,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",102
"2020/21",2,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",102
"2019/20",3,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",102
"2014/15",4,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2021/22",1,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2013/14",3,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2018/19",1,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2022/23",4,"Lancashire","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2018/19",2,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",101
"2016/17",2,"Northamptonshire","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2020/21",1,"Dorset","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",101
"2019/20",2,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",101
"2020/21",3,"Lincolnshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",100
"2020/21",4,"British Transport Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",100
"2022/23",4,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2019/20",3,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2012/13",1,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2012/13",3,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2012/13",4,"Merseyside","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2018/19",2,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",100
"2020/21",2,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2021/22",1,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",100
"2022/23",4,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2016/17",1,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",100
"2022/23",4,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2016/17",2,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2012/13",4,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2017/18",1,"Suffolk","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2023/24",1,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",99
"2022/23",3,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2018/19",2,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2021/22",2,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2018/19",2,"Nottinghamshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",99
"2012/13",2,"West Mercia","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2020/21",2,"British Transport Police","Criminal damage to a vehicle","Criminal damage and arson","Criminal damage","58C",99
"2016/17",2,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",99
"2014/15",1,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",99
"2012/13",3,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2013/14",2,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2019/20",1,"Nottinghamshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",99
"2017/18",1,"Hertfordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2015/16",3,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2016/17",4,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2022/23",2,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2013/14",4,"Thames Valley","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2020/21",1,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",99
"2015/16",2,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2023/24",1,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2019/20",4,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2013/14",3,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2016/17",3,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",98
"2020/21",1,"Cambridgeshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",98
"2020/21",2,"Wiltshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",98
"2023/24",1,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2022/23",1,"Surrey","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2022/23",1,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2020/21",3,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2016/17",2,"Gwent","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2019/20",1,"Bedfordshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",98
"2020/21",2,"Gloucestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2021/22",3,"Avon and Somerset","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2015/16",4,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2020/21",4,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",98
"2022/23",2,"Cambridgeshire","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2018/19",2,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",98
"2019/20",1,"Cambridgeshire","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2023/24",1,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2015/16",2,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",98
"2022/23",4,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",98
"2017/18",1,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",98
"2023/24",1,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2014/15",3,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",97
"2020/21",1,"Durham","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",97
"2014/15",4,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2020/21",3,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",97
"2015/16",4,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2016/17",1,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2023/24",1,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",97
"2013/14",2,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",97
"2015/16",1,"West Mercia","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2023/24",1,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2021/22",3,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2019/20",3,"Surrey","Arson not endangering life","Criminal damage and arson","Arson","56B",97
"2022/23",4,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2016/17",4,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2020/21",2,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2017/18",4,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2015/16",3,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2017/18",3,"Hampshire","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2012/13",3,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2018/19",2,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2018/19",4,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",96
"2016/17",3,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2013/14",1,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2020/21",1,"Leicestershire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2021/22",2,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",95
"2021/22",4,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",95
"2022/23",1,"Gloucestershire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",95
"2015/16",2,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2015/16",1,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2014/15",3,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2021/22",3,"Staffordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2013/14",1,"Derbyshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2018/19",2,"Cambridgeshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2020/21",3,"Devon and Cornwall","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2019/20",2,"Cheshire","Arson not endangering life","Criminal damage and arson","Arson","56B",95
"2020/21",1,"Suffolk","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",95
"2014/15",4,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2014/15",4,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2012/13",1,"Kent","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2012/13",3,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",94
"2020/21",2,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",94
"2017/18",1,"Cheshire","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2019/20",4,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2016/17",1,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2018/19",4,"North Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2019/20",1,"Norfolk","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2015/16",4,"Essex","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2015/16",1,"Cleveland","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2021/22",2,"Greater Manchester","Arson endangering life","Criminal damage and arson","Arson","56A",94
"2013/14",3,"Warwickshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",94
"2014/15",1,"Nottinghamshire","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2021/22",4,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",94
"2020/21",2,"Northamptonshire","Criminal damage to a building other than a dwelling","Criminal damage and arson","Criminal damage","58B",93
"2015/16",4,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2015/16",2,"Durham","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2013/14",4,"South Wales","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2017/18",3,"Hertfordshire","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2018/19",3,"Cheshire","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2021/22",4,"Metropolitan Police","Arson endangering life","Criminal damage and arson","Arson","56A",93
"2014/15",3,"Sussex","Arson not endangering life","Criminal damage and arson","Arson","56B",93
"2014/15",2,"Humberside","Arson not endangering life","Criminal damage and arson","Arson","56B",93
